74개 기초자치단체 / 인구 10만 명당 진단 수 / 201101~202006 월단위,,,,,,,,
,,,,,,,,
,,,,,,,,
연월,시군구코드,시도,시군구,"폐암
(C34)","만성폐쇄성폐질환
(J44)","하기도감염
(J20-22)","허혈성심질환
(I20-22)","뇌졸중
(I60-64)"
201512,31200,울산광역시,북구,116.2,161.2,35127.7,416.6,477.3
201512,31710,울산광역시,울주군,175.9,237,27768,776.6,736.5
201601,11110,서울특별시,종로구,168.3,172.2,15223.6,745.7,722.2
201601,11140,서울특별시,중구,251.5,245.1,16425.7,811.2,799.2
201601,11170,서울특별시,용산구,220.2,165.5,14825.8,641.9,623.7
201601,11200,서울특별시,성동구,160.1,197.2,16359.4,698.4,657
201601,11215,서울특별시,광진구,162.4,138.3,20938.7,510.1,581.7
201601,11230,서울특별시,동대문구,162.2,270.4,18654.4,869.4,816.5
201601,11260,서울특별시,중랑구,190.5,215.3,19823.1,679.3,775.2
201601,11290,서울특별시,성북구,165.6,198.3,19072.7,813.8,661.3
201601,11305,서울특별시,강북구,163.2,302.3,18786.7,806.2,803.2
201601,11320,서울특별시,도봉구,198.7,279.7,17745.7,666.2,736.9
201601,11350,서울특별시,노원구,151.3,178.3,21119.8,549.5,630
201601,11380,서울특별시,은평구,168.3,186.4,20689.3,637.3,574
201601,11410,서울특별시,서대문구,203.1,166.5,17174.7,692.9,724.7
201601,11440,서울특별시,마포구,173.5,150.8,18785.6,541.5,566
201601,11470,서울특별시,양천구,167.2,149.7,18903.2,603.7,542.3
201601,11500,서울특별시,강서구,152,129.5,21628.8,578.5,507.5
201601,11530,서울특별시,구로구,219.4,174.8,21738.7,667.7,627
201601,11545,서울특별시,금천구,201.8,164,19382.6,706.5,741.3
201601,11560,서울특별시,영등포구,212.9,213.4,18620.8,757.1,849.4
201601,11590,서울특별시,동작구,170.6,134.4,16001.9,609.7,627.7
201601,11620,서울특별시,관악구,162.4,162,17447.1,640.2,604.3
201601,11650,서울특별시,서초구,165.5,99.7,15918.7,531.5,485.3
201601,11680,서울특별시,강남구,136.8,99.6,15573.7,461.6,494.4
201601,11710,서울특별시,송파구,140.2,130.1,18573,416.7,487.8
201601,11740,서울특별시,강동구,142.3,135.3,16266.8,594.4,661.7
201601,26110,부산광역시,중구,236.7,292,20452.1,1280.7,1232.1
201601,26140,부산광역시,서구,241.7,253.2,21018.3,1117.1,1188.8
201601,26170,부산광역시,동구,257.2,257.2,17558.4,1550.8,1381.6
201601,26200,부산광역시,영도구,269.9,331.6,19996.5,1434.8,1142.7
201601,26230,부산광역시,부산진구,207.7,219.6,21544.6,1116,1002.6
201601,26260,부산광역시,동래구,150.7,133.8,19815.6,1261.3,888.4
201601,26290,부산광역시,남구,188.7,172.2,22296.5,1168.3,1010.5
201601,26320,부산광역시,북구,152.2,122.5,20372.5,806.6,834.9
201601,26350,부산광역시,해운대구,175.5,227.2,20091.6,962.7,777.2
201601,26380,부산광역시,사하구,193.7,153.9,20151.3,843.1,887.9
201601,26410,부산광역시,금정구,229.3,244,18977.7,1209.2,973.7
201601,26440,부산광역시,강서구,218.5,169.9,23908,887.9,696.9
201601,26470,부산광역시,연제구,202.2,328.6,18152.8,1423.3,982.3
201601,26500,부산광역시,수영구,214.7,269.3,17830.9,1328.3,948.6
201601,26530,부산광역시,사상구,199.7,189.4,23056.3,863,964.3
201601,26710,부산광역시,기장군,138.8,86.4,17842.4,687.6,529.9
201601,27110,대구광역시,중구,193.2,283.5,17620.9,997.3,1358.6
201601,27140,대구광역시,동구,250.5,249.6,22541.8,773.6,1424.8
201601,27170,대구광역시,서구,190,246.1,23370.1,870.1,1379.4
201601,27200,대구광역시,남구,179,277.4,17715.6,951.2,1414.7
201601,27230,대구광역시,북구,185.5,170.8,24614,642.6,965.8
201601,27260,대구광역시,수성구,160,181,18688.8,626.2,832
201601,27290,대구광역시,달서구,168.8,175.9,22245.8,576.5,876.2
201601,27710,대구광역시,달성군,158.5,192.9,28236.4,474.6,772.9
201601,28110,인천광역시,중구,179.6,253.4,20081.7,802.6,745.3
201601,28140,인천광역시,동구,215.5,619.6,25448.5,875.9,987.1
201601,28170,인천광역시,남구,197.6,152.5,20874.9,766.2,727.6
201601,28185,인천광역시,연수구,128.7,92.8,20177,482,419.9
201601,28200,인천광역시,남동구,170.8,146.9,25246.2,719.2,568
201601,28237,인천광역시,부평구,159.5,173,20186.1,570.7,619.4
201601,28245,인천광역시,계양구,150.5,142.3,19709.1,563.5,541.4
201601,28260,인천광역시,서구,123.5,148,24513.6,642.8,483.8
201601,28710,인천광역시,강화군,335.2,477.9,13271.6,1401.3,1302.7
201601,28720,인천광역시,옹진군,356,318.5,9840.3,1035.1,964.8
201601,29110,광주광역시,동구,234.9,338.2,15022.3,1502.2,947.9
201601,29140,광주광역시,서구,148.6,165.4,19922.5,925.5,610.8
201601,29155,광주광역시,남구,207.5,343.1,19469.4,1124.1,710
201601,29170,광주광역시,북구,168.5,220.6,18518.1,1099.8,666.8
201601,29200,광주광역시,광산구,151.1,153.6,19423.7,613.6,554.8
201601,30110,대전광역시,동구,217.5,244.3,27215.8,996.8,829.5
201601,30140,대전광역시,중구,221.4,159.6,25429.5,857.9,855.1
201601,30170,대전광역시,서구,159.1,121.2,24929.6,648.5,578.6
201601,30200,대전광역시,유성구,116.8,78.7,24830.9,518.3,479
201601,30230,대전광역시,대덕구,159.3,147.4,29107.2,820,785.7
201601,31110,울산광역시,중구,193,221.8,21236.8,618.5,694.7
201601,31140,울산광역시,남구,135.6,122.4,18788.2,543.3,569.7
201601,31170,울산광역시,동구,134.1,181.1,23503.6,395.4,526
201601,31200,울산광역시,북구,105.5,119.8,26841.8,410.7,493.1
201601,31710,울산광역시,울주군,172.4,211.2,20762.6,712.4,719.3
201602,11110,서울특별시,종로구,191.8,209.5,17583.8,698.6,722.2
201602,11140,서울특별시,중구,228.3,319.4,19806.9,811.2,800
201602,11170,서울특별시,용산구,188.1,182.4,16942.2,615,620.7
201602,11200,서울특별시,성동구,163.4,195.8,19088.5,666.6,659.3
201602,11215,서울특별시,광진구,147.5,178.3,25358.1,489.1,549
201602,11230,서울특별시,동대문구,159.4,250.9,22729.9,847.4,782.1
201602,11260,서울특별시,중랑구,176.2,194.6,22324.8,657.4,734.1
201602,11290,서울특별시,성북구,168.5,187.2,21688.7,784,675.2
201602,11305,서울특별시,강북구,175.7,267.7,22179.7,824,815.7
201602,11320,서울특별시,도봉구,174,274.3,19917.6,720.5,713.6
201602,11350,서울특별시,노원구,139.4,192.4,24066,547.8,596.7
201602,11380,서울특별시,은평구,152.6,165.6,23939.3,610.6,542
201602,11410,서울특별시,서대문구,205.3,161,20919.9,651.5,683.3
201602,11440,서울특별시,마포구,155,162.7,21898.9,516.5,560.9
201602,11470,서울특별시,양천구,153.4,136.1,21851.1,611.6,508.4
201602,11500,서울특별시,강서구,143.6,134.3,25685.3,589.4,503
201602,11530,서울특별시,구로구,194.5,199.3,25647.6,692.1,583.4
201602,11545,서울특별시,금천구,178.9,178.9,22786.4,666.6,704
201602,11560,서울특별시,영등포구,190,195.1,21241,759,802.5
201602,11590,서울특별시,동작구,180.3,139.9,18566.7,601.5,589.8
201602,11620,서울특별시,관악구,162,155.9,20004.5,601,537
201602,11650,서울특별시,서초구,163.9,105.5,18008.6,486.4,467.1
201602,11680,서울특별시,강남구,132.8,103.7,18582.7,465.7,471.3
201602,11710,서울특별시,송파구,145,121.2,22323.5,414.8,470.3
201602,11740,서울특별시,강동구,159.2,158.7,20076,584.5,643
201602,26110,부산광역시,중구,245.5,289.8,23951.5,1287.4,1165.7
201602,26140,부산광역시,서구,226.6,247,23623.3,1165.8,1187.9
201602,26170,부산광역시,동구,219.3,253.8,20832.5,1540.8,1411.6
201602,26200,부산광역시,영도구,263.5,405.2,21971,1330.3,1157.8
201602,26230,부산광역시,부산진구,193.6,255.5,24617.7,1080.9,990.6
201602,26260,부산광역시,동래구,163.9,150.7,24066.8,1256.9,873.3
201602,26290,부산광역시,남구,177.9,207.7,25784.2,1147.1,998.3
201602,26320,부산광역시,북구,159.6,116.4,23483.7,858.8,870.4
201602,26350,부산광역시,해운대구,183.6,253.7,23902.2,953.2,761.7
201602,26380,부산광역시,사하구,155.4,228.3,23937.6,858,914.5
201602,26410,부산광역시,금정구,196.6,271.4,21684.3,1177.3,961.5
201602,26440,부산광역시,강서구,151.5,173.5,28222.6,811.7,710.7
201602,26470,부산광역시,연제구,192,340.1,21373.8,1516.9,993.4
201602,26500,부산광역시,수영구,183.5,292.2,20674.9,1341.7,868.3
201602,26530,부산광역시,사상구,191.2,207.5,25754.3,844.9,922.3
201602,26710,부산광역시,기장군,127.4,95.9,22053,649.7,539.3
201602,27110,대구광역시,중구,176.9,259.7,21308,1008.6,1280.9
201602,27140,대구광역시,동구,197.5,260.7,26525.3,820.3,1363.6
201602,27170,대구광역시,서구,200,252.6,27559.4,856.1,1356.8
201602,27200,대구광역시,남구,166.2,239.1,20024.5,967.2,1431.3
201602,27230,대구광역시,북구,166.2,191.2,28995.4,608.6,947.4
201602,27260,대구광역시,수성구,173.6,157.5,22860.1,707.6,787.2
201602,27290,대구광역시,달서구,167.9,176.9,25575,599.3,877.5
201602,27710,대구광역시,달성군,159,175.5,33050.2,449,809.6
201602,28110,인천광역시,중구,204.8,204.8,19345.1,665.5,721.9
201602,28140,인천광역시,동구,225.3,604.1,25876.6,813.9,974.5
201602,28170,인천광역시,남구,189.2,148.9,20728.7,760,692.9
201602,28185,인천광역시,연수구,121.1,82.8,20570.7,481.4,396.2
201602,28200,인천광역시,남동구,150.7,146.1,24847,670.5,566.5
201602,28237,인천광역시,부평구,136.4,200.5,20957.4,555,606.7
201602,28245,인천광역시,계양구,140.2,141.1,19702.1,567.1,564.7
201602,28260,인천광역시,서구,107.5,131.8,25664.1,619.3,484.2
201602,28710,인천광역시,강화군,352.9,486.7,14718.4,1341,1186.6
201602,28720,인천광역시,옹진군,332.5,220.1,10458.5,969.5,871.2
201602,29110,광주광역시,동구,257.9,329.9,16929.6,1605.6,905.1
201602,29140,광주광역시,서구,153.8,176.7,21851.3,955.2,601.5
201602,29155,광주광역시,남구,209.3,321.8,22560.5,1064,742.3
201602,29170,광주광역시,북구,150.1,221.1,20781.7,1129.1,679.9
201602,29200,광주광역시,광산구,140.9,144.2,21627.6,604.6,564.7
201602,30110,대전광역시,동구,197.9,276.2,30891.8,978.5,763.5
201602,30140,대전광역시,중구,223,155.6,27321.5,880.8,815.5
201602,30170,대전광역시,서구,174.9,112.8,26974.5,582.3,536
201602,30200,대전광역시,유성구,109.8,93.5,27608.7,472.9,430.3
201602,30230,대전광역시,대덕구,168.7,166.1,32135.9,747.8,625.9
201602,31110,울산광역시,중구,178.9,190.1,23930.5,656.4,683.2
201602,31140,울산광역시,남구,124.2,134.7,20733.8,527.1,579.4
201602,31170,울산광역시,동구,128.4,137,29339.8,372.5,441.8
201602,31200,울산광역시,북구,105,118.3,30404.8,390.2,494.1
201602,31710,울산광역시,울주군,149.6,237.2,22649.4,667.7,675
201603,11110,서울특별시,종로구,205.6,206.2,17907.3,841.3,884.5
201603,11140,서울특별시,중구,248.3,332.9,19317.5,895,938.1
201603,11170,서울특별시,용산구,200.2,242.4,17100.3,734.9,718.4
201603,11200,서울특별시,성동구,200.8,192.5,19384.5,795.6,698.1
201603,11215,서울특별시,광진구,182,190.1,24290.4,608.3,625.7
201603,11230,서울특별시,동대문구,209,312.1,21473.9,1014.2,917.6
201603,11260,서울특별시,중랑구,230.7,233.6,22335.3,771,841.4
201603,11290,서울특별시,성북구,194.3,217.6,20870.4,896.4,757.8
201603,11305,서울특별시,강북구,199.6,280.3,21367.7,965.2,933.1
201603,11320,서울특별시,도봉구,200.2,233.5,19982.8,804.1,843.7
201603,11350,서울특별시,노원구,150.8,194.9,24818.3,635,678.3
201603,11380,서울특별시,은평구,201.4,201.4,23951.7,730.2,626.1
201603,11410,서울특별시,서대문구,220.2,197.3,20368.6,792.8,781.4
201603,11440,서울특별시,마포구,190.3,202.4,21138.1,597.8,589.1
201603,11470,서울특별시,양천구,179.6,178.8,22942.9,695.1,602.2
201603,11500,서울특별시,강서구,166.4,156.5,25961.5,655.4,584.4
201603,11530,서울특별시,구로구,228.2,213.6,25721.6,817.9,716.8
201603,11545,서울특별시,금천구,223.5,201.8,21223,819.1,809.7
201603,11560,서울특별시,영등포구,246.6,233.4,21641.4,878.3,915.2
201603,11590,서울특별시,동작구,199,163.6,18618.6,672.1,712.5
201603,11620,서울특별시,관악구,165.9,178.9,19947.7,674.4,645
201603,11650,서울특별시,서초구,196.3,111.6,19091.1,581.9,568.7
201603,11680,서울특별시,강남구,172.1,120.8,18939.7,543.1,551.6
201603,11710,서울특별시,송파구,165.5,137.6,21555.5,475.4,548.6
201603,11740,서울특별시,강동구,196.1,163.9,19051.3,675.2,741.4
201603,26110,부산광역시,중구,278.7,305.3,21204.2,1515.2,1298.4
201603,26140,부산광역시,서구,238.1,212.4,21318.4,1361.4,1371.1
201603,26170,부산광역시,동구,227.1,289.4,18696.1,1721.1,1526.3
201603,26200,부산광역시,영도구,344.2,389.4,19732.2,1487.8,1251.2
201603,26230,부산광역시,부산진구,210.9,247.5,23124.8,1244.3,1054.1
201603,26260,부산광역시,동래구,200.9,145.9,23011.6,1450.4,969.8
201603,26290,부산광역시,남구,198,226,23946.2,1347.3,1102.3
201603,26320,부산광역시,북구,182.8,124.8,23103.7,900.1,874.6
201603,26350,부산광역시,해운대구,206.5,244.4,22365,1042.3,858.4
201603,26380,부산광역시,사하구,182.9,196.1,22836,964.7,986.5
201603,26410,부산광역시,금정구,205.6,266.1,20410.1,1271.7,1068.6
201603,26440,부산광역시,강서구,207.5,176.3,28171.2,963.2,759.3
201603,26470,부산광역시,연제구,256.2,326.1,20711.3,1598.4,1080.7
201603,26500,부산광역시,수영구,230.3,322.9,18867.5,1555.3,1036.7
201603,26530,부산광역시,사상구,198,209.6,24400.8,934.3,1005.2
201603,26710,부산광역시,기장군,138.8,97.1,20949.7,752.6,579.7
201603,27110,대구광역시,중구,214.5,250.9,20384.6,1114,1514.2
201603,27140,대구광역시,동구,241.4,277.5,24946.8,892,1531.2
201603,27170,대구광역시,서구,273.7,243.1,23840.3,926.3,1468.1
201603,27200,대구광역시,남구,173.2,231.4,17482.2,1063.1,1589.2
201603,27230,대구광역시,북구,202.1,216.2,27440.9,703.5,1081.3
201603,27260,대구광역시,수성구,174,168.2,20954.5,740.7,898.4
201603,27290,대구광역시,달서구,186.4,174,23926.9,658.9,959
201603,27710,대구광역시,달성군,186.9,181.4,32449.1,564.4,877.4
201603,28110,인천광역시,중구,213.5,180.5,20516.4,842.5,871.2
201603,28140,인천광역시,동구,245,614,27797.3,1033.6,1194.1
201603,28170,인천광역시,남구,238.3,158,22359,880.8,828.3
201603,28185,인천광역시,연수구,147.9,86.7,23461.6,538.6,540.1
201603,28200,인천광역시,남동구,155.9,159.3,26490.4,785.7,683.5
201603,28237,인천광역시,부평구,165.5,192.1,23335,619.2,690.7
201603,28245,인천광역시,계양구,162,169.6,20988.3,661.9,599.2
201603,28260,인천광역시,서구,128.8,151.4,28623,684.3,577.2
201603,28710,인천광역시,강화군,399.9,463.2,15361,1536.5,1449.8
201603,28720,인천광역시,옹진군,304.4,262.3,8505.5,1142.8,946.1
201603,29110,광주광역시,동구,270.4,376.9,17358.6,1776.8,1006.4
201603,29140,광주광역시,서구,204.1,179.9,21469.8,1043.4,690.3
201603,29155,광주광역시,남구,247.6,366.8,23543.1,1266.1,806
201603,29170,광주광역시,북구,166,241.2,21088.7,1271.2,769
201603,29200,광주광역시,광산구,150.9,151.8,23213.8,705.6,589
201603,30110,대전광역시,동구,220,285.6,33081.9,1006.1,938
201603,30140,대전광역시,중구,257,171.1,27335.3,916.5,1032.9
201603,30170,대전광역시,서구,165.4,129.1,27883.1,706.7,679
201603,30200,대전광역시,유성구,121.2,87.1,28422.4,534.6,531.7
201603,30230,대전광역시,대덕구,177.5,156.2,33168.1,810.1,797.1
201603,31110,울산광역시,중구,215.6,214.8,24714.7,702.2,781.3
201603,31140,울산광역시,남구,140,143.8,21749,625.7,629.9
201603,31170,울산광역시,동구,217.2,179.4,32898.8,446.4,536.3
201603,31200,울산광역시,북구,135.7,154.1,32486.9,416.8,510
201603,31710,울산광역시,울주군,171.5,244.9,25551.1,824.2,783.1
201604,11110,서울특별시,종로구,209.5,198.4,17306.9,803.3,726.7
201604,11140,서울특별시,중구,243.5,317.8,17908.3,760.9,857.5
201604,11170,서울특별시,용산구,201.1,189.8,16358.5,652.4,651.5
201604,11200,서울특별시,성동구,178.8,210.9,18505.7,703.4,717.8
201604,11215,서울특별시,광진구,205.2,171.3,23643.5,563.8,600.2
201604,11230,서울특별시,동대문구,190.4,270.9,20531.8,897.9,836.2
201604,11260,서울특별시,중랑구,198.5,207.3,20797.1,695.9,772.7
201604,11290,서울특별시,성북구,168.8,184.3,20376.6,804.9,689.9
201604,11305,서울특별시,강북구,188,268.3,19318.4,804.1,857.3
201604,11320,서울특별시,도봉구,184.7,242.7,19096.3,707.3,744.9
201604,11350,서울특별시,노원구,136.7,184.3,23561.9,585.5,626.9
201604,11380,서울특별시,은평구,163.8,188.2,22118.1,669.6,559.1
201604,11410,서울특별시,서대문구,202.4,165.8,18958.4,729.5,684.9
201604,11440,서울특별시,마포구,171.6,172.7,20966.2,530.2,568.1
201604,11470,서울특별시,양천구,152.8,152.2,22246.5,637,554.9
201604,11500,서울특별시,강서구,160.9,138.7,25171.4,611.8,569.8
201604,11530,서울특별시,구로구,205,196.6,24828.1,706,627.5
201604,11545,서울특별시,금천구,166.1,225.6,20741.7,723.1,732.8
201604,11560,서울특별시,영등포구,236.9,209.9,20498.5,791.7,832.4
201604,11590,서울특별시,동작구,202.2,156.9,18101.1,628.7,608.5
201604,11620,서울특별시,관악구,155.1,155.3,18889,640,610.4
201604,11650,서울특별시,서초구,182.2,106.9,19204.7,538.5,496.2
201604,11680,서울특별시,강남구,135.4,97.3,18926.5,460.4,513.3
201604,11710,서울특별시,송파구,162.2,122.7,21254.7,423.5,520.8
201604,11740,서울특별시,강동구,188.7,142.7,18268.8,590.8,678.6
201604,26110,부산광역시,중구,190.2,311.9,19012.1,1398,1181.2
201604,26140,부산광역시,서구,232.8,265.6,19779.1,1163.1,1279.1
201604,26170,부산광역시,동구,222.7,244.9,18129.5,1573,1328.1
201604,26200,부산광역시,영도구,313.4,299.9,18674.1,1415.8,1209.2
201604,26230,부산광역시,부산진구,206.4,232.9,21739.3,1123.4,1015.1
201604,26260,부산광역시,동래구,192.9,130.9,21894.1,1299.7,887.3
201604,26290,부산광역시,남구,224.6,216.3,22580.6,1189.5,1032.4
201604,26320,부산광역시,북구,178.3,122.8,21262.9,791.4,814.3
201604,26350,부산광역시,해운대구,202.2,207.2,21494.7,1010.1,796.7
201604,26380,부산광역시,사하구,188.6,208.6,21469,848.5,959.3
201604,26410,부산광역시,금정구,210.9,255.1,19437.6,1187.9,966.8
201604,26440,부산광역시,강서구,159.8,175.4,28394.3,926.5,749.2
201604,26470,부산광역시,연제구,224.3,333.9,18971.1,1498.5,1024.8
201604,26500,부산광역시,수영구,245.4,314,18785.6,1346.7,896.1
201604,26530,부산광역시,사상구,214.3,192.9,21976.8,849.2,948.5
201604,26710,부산광역시,기장군,144.5,138.8,26646.6,769,643.4
201604,27110,대구광역시,중구,254.7,235.8,18714.9,1007.4,1260.8
201604,27140,대구광역시,동구,217.4,213.5,23168.2,778.7,1412.3
201604,27170,대구광역시,서구,275.7,237.1,22625.8,845.1,1386.4
201604,27200,대구광역시,남구,184.7,249.3,16357.2,914.1,1415.3
201604,27230,대구광역시,북구,173.7,193.7,25154,611.5,963.9
201604,27260,대구광역시,수성구,138,169.1,21128.1,653.9,821.5
201604,27290,대구광역시,달서구,163.2,170.5,22919.9,592.5,878.7
201604,27710,대구광역시,달성군,164,167.2,32135.3,507.6,868.7
201604,28110,인천광역시,중구,215.2,203,19765,715.8,794.8
201604,28140,인천광역시,동구,170.4,511.2,26515.9,842.1,1028
201604,28170,인천광역시,남구,208.8,156.6,21991,811.8,757.6
201604,28185,인천광역시,연수구,134.8,83.4,21984.2,449.8,498.4
201604,28200,인천광역시,남동구,139.7,144.1,25533.6,725.3,594.6
201604,28237,인천광역시,부평구,146.3,173.7,21428.5,551.4,642.9
201604,28245,인천광역시,계양구,147.4,151.4,20499,565.3,588
201604,28260,인천광역시,서구,142.7,135.5,27605.6,627.3,505.9
201604,28710,인천광역시,강화군,298.5,480.8,12479,1341,1279.2
201604,28720,인천광역시,옹진군,351.3,370,9179.9,1025.7,866.5
201604,29110,광주광역시,동구,367.5,291.3,16485.9,1523.1,958.3
201604,29140,광주광역시,서구,179.9,165.7,20009.1,920,614.1
201604,29155,광주광역시,남구,264,330.9,20404.2,1086.8,751.8
201604,29170,광주광역시,북구,151.9,219.7,19937.8,1134.1,719.2
201604,29200,광주광역시,광산구,158.5,132,21519,638.6,569.2
201604,30110,대전광역시,동구,191.1,299.2,27958.1,847.4,859.7
201604,30140,대전광역시,중구,247.1,158.8,24387.5,769.5,904.2
201604,30170,대전광역시,서구,172.5,126.3,25199,594.5,620.1
201604,30200,대전광역시,유성구,125.9,98.2,25718,476.4,428.9
201604,30230,대전광역시,대덕구,167.6,168.7,29513.5,737.5,741.6
201604,31110,울산광역시,중구,150.5,187.2,23298,651.9,761.1
201604,31140,울산광역시,남구,130.6,137.7,19880.9,541.5,623.4
201604,31170,울산광역시,동구,154.1,139.2,28665.3,411.4,491.7
201604,31200,울산광역시,북구,138.8,113.7,30543.1,349.2,476.2
201604,31710,울산광역시,울주군,159.6,238.1,22037.4,668.6,740.7
201605,11110,서울특별시,종로구,209.5,181.4,14275.5,730.7,781.7
201605,11140,서울특별시,중구,260.3,269.9,14570.2,868.7,891.8
201605,11170,서울특별시,용산구,165,209.8,13880.7,641.5,641.5
201605,11200,서울특별시,성동구,195.5,200.2,15564.1,745.8,696.4
201605,11215,서울특별시,광진구,189,192.3,19405.1,597.4,614.8
201605,11230,서울특별시,동대문구,190.9,269,16892.2,877,832
201605,11260,서울특별시,중랑구,193.7,224.8,17059.9,719.7,807.5
201605,11290,서울특별시,성북구,187,168.8,17390.3,842.2,723.2
201605,11305,서울특별시,강북구,167.8,235.9,16096.8,823.1,826.1
201605,11320,서울특별시,도봉구,176,234.6,16009.1,724.3,773.4
201605,11350,서울특별시,노원구,141.8,179,20213,612.4,647.7
201605,11380,서울특별시,은평구,181.1,181.9,18214.7,620.6,646.6
201605,11410,서울특별시,서대문구,222.5,171.2,15619.3,735.9,717.4
201605,11440,서울특별시,마포구,191.6,165.3,17092.2,571.7,599.1
201605,11470,서울특별시,양천구,175.6,135.2,18229.2,664.6,558.3
201605,11500,서울특별시,강서구,160.7,141.1,21248.9,626.2,556
201605,11530,서울특별시,구로구,196.1,187,20612.3,729.3,671.3
201605,11545,서울특별시,금천구,186.9,201.4,17104.2,751.1,732.8
201605,11560,서울특별시,영등포구,235.8,220.4,17295.9,779,833.5
201605,11590,서울특별시,동작구,209.5,172.8,15030,631.2,661.9
201605,11620,서울특별시,관악구,168.3,171.1,15429.4,652.3,607.7
201605,11650,서울특별시,서초구,197.9,109.8,17112.1,546.3,512.5
201605,11680,서울특별시,강남구,141.9,108.6,15838.9,462.3,515.6
201605,11710,서울특별시,송파구,174.4,113.9,17383.6,453.3,530.7
201605,11740,서울특별시,강동구,191.6,166.4,14799.4,600.2,689.4
201605,26110,부산광역시,중구,263.2,223.4,16256,1271.9,1236.5
201605,26140,부산광역시,서구,262.9,239.9,16796,1174.6,1297.7
201605,26170,부산광역시,동구,194.8,276.1,14598.2,1595.3,1468.4
201605,26200,부산광역시,영도구,282.5,319.7,15355.1,1399.2,1210.8
201605,26230,부산광역시,부산진구,210.6,226,17966.6,1192.5,1039
201605,26260,부산광역시,동래구,192.1,135.3,17654.6,1347.8,957.7
201605,26290,부산광역시,남구,208.4,212.7,18604,1240.8,1089.4
201605,26320,부산광역시,북구,169.2,115.4,17903.5,837.8,831.4
201605,26350,부산광역시,해운대구,212.2,222.5,18730.8,1025.1,852
201605,26380,부산광역시,사하구,174.2,196.9,18458,929.5,968.3
201605,26410,부산광역시,금정구,223.2,267.3,15710.6,1339.2,1039.6
201605,26440,부산광역시,강서구,180.9,186.4,26298.1,825.5,793.3
201605,26470,부산광역시,연제구,215.7,320.4,16004.4,1384.2,1041.2
201605,26500,부산광역시,수영구,231.4,320.1,15405.6,1399.1,973.7
201605,26530,부산광역시,사상구,213.1,208.8,18549.8,890.5,982.4
201605,26710,부산광역시,기장군,162.1,172.2,23834.4,803,707.1
201605,27110,대구광역시,중구,257.2,218.3,15256.2,1024.9,1314.7
201605,27140,대구광역시,동구,220.3,248.8,20515.3,825.4,1469.8
201605,27170,대구광역시,서구,233.1,228.1,18389.3,891.7,1410
201605,27200,대구광역시,남구,189.9,245.5,13991.3,990.8,1499
201605,27230,대구광역시,북구,185.1,187.3,21660,659.4,994.8
201605,27260,대구광역시,수성구,158.6,177.2,17284.1,676.5,877.2
201605,27290,대구광역시,달서구,159,155.3,19314,613.1,936.8
201605,27710,대구광역시,달성군,176.8,186.9,27593.6,558.5,866.8
201605,28110,인천광역시,중구,221.3,203,17928.1,689.8,820.8
201605,28140,인천광역시,동구,156.3,476,21708.4,902.6,942.1
201605,28170,인천광역시,남구,210.3,144.3,19044.2,808.2,774.1
201605,28185,인천광역시,연수구,155.8,88.2,20464.8,514.6,519.7
201605,28200,인천광역시,남동구,153.7,143.1,22817.3,713.8,633.5
201605,28237,인천광역시,부평구,144.1,181.5,18286,565,680
201605,28245,인천광역시,계양구,164.1,141.1,16986.3,602.5,570.4
201605,28260,인천광역시,서구,135.3,140.6,23781.3,637.7,546.7
201605,28710,인천광역시,강화군,369.1,524.9,11593.9,1399.8,1295.4
201605,28720,인천광역시,옹진군,313.8,318.5,9549.9,1002.3,908.6
201605,29110,광주광역시,동구,300.7,309,14494.1,1690.1,997
201605,29140,광주광역시,서구,187.7,181.5,17581.3,1017.2,689.3
201605,29155,광주광역시,남구,214.8,314.5,18398.1,1207.4,780.5
201605,29170,광주광역시,북구,170.5,199.1,17245.9,1163.5,761.3
201605,29200,광주광역시,광산구,159.8,142.2,18556.8,678.6,592.5
201605,30110,대전광역시,동구,206,283,23055.1,911.6,930.8
201605,30140,대전광역시,중구,256.2,195.7,20840.8,830.9,941.8
201605,30170,대전광역시,서구,202.6,128.1,21870.6,649.9,656.2
201605,30200,대전광역시,유성구,93.2,86.5,22193.5,504.6,490.4
201605,30230,대전광역시,대덕구,199.3,186.3,23292.1,711,760.3
201605,31110,울산광역시,중구,206.6,209,18216.7,674.5,805.7
201605,31140,울산광역시,남구,164.7,138.2,16501.5,619.3,647.2
201605,31170,울산광역시,동구,147.3,154.1,23939.6,382.2,507.7
201605,31200,울산광역시,북구,133.7,150.5,25047.5,430.7,505.9
201605,31710,울산광역시,울주군,161.5,238.1,17840.4,738.4,720.2
201606,11110,서울특별시,종로구,168.3,176.1,10343.9,815.1,785
201606,11140,서울특별시,중구,222.8,247.5,10654,863.1,817.6
201606,11170,서울특별시,용산구,145.1,192.4,10399.5,661.5,651.5
201606,11200,서울특별시,성동구,164.7,197.2,11882.7,740.5,702.1
201606,11215,서울특별시,광진구,193.4,173.8,14248.8,527.4,606.1
201606,11230,서울특별시,동대문구,178,257.1,12791.9,863.5,886
201606,11260,서울특별시,중랑구,188.3,217,12695.5,709,790.7
201606,11290,서울특별시,성북구,189.4,169.4,12538.3,862,733.4
201606,11305,서울특별시,강북구,186.4,232.6,12016.7,850.9,865.5
201606,11320,서울특별시,도봉구,173.2,224.6,11462,767.3,756.4
